sorted,word,full text,candidates
"(laser_E, lase_E)",laser,"1960, acronym for ""light amplification by stimulated emission of radiation,"" on pattern of maser (1955). A corresponding verb, lase, was coined by 1962. Related: Lasered; lasering. Laser disc recorded from 1980. Earlier laser was the name of a type of gum-resin from North Africa used medicinally (1570s), from Latin; still earlier it was an Old English and Middle English name for some weed, probably cockle.","maser,lase,Lasered,lasering,Laser disc,laser"
"(lez_E, lesbian_E)",lez,"also les; by 1929, colloquial shortening of lesbian, with altered spelling to reflect pronunciation.","les,lesbian"
"(laudation_E, laudationem_L);(laudationem_L, laudare_LL)",laudation,"""act of praising, commendation,"" late 15c., from Latin laudationem (nominative laudatio) ""a praising, commendation,"" noun of action from past participle stem of laudare ""to praise"" (see laud).","laudationem,laudatio,laudare,laud"
"(lucky_E, luck (n.)_E, -y (2)_E)",lucky,"mid-15c., of persons; 1540s, of actions or objects, ""likely to bring luck;"" from luck (n.) + -y (2). Meaning ""occurring by chance"" is 1590s. Related: Luckier; luckiest; luckiness.

Lucky break is attested from 1884 in billiards; 1872 as ""failure or break-down which turns out to be fortunate."" Lucky dog ""unusually lucky person"" is from 1842. Lucky Strike as the name of a U.S. brand of cigarettes (originally chewing tobacco) popular in the World War II years is said to date from 1871. Its popularity grew from 1935 when the brand's maker picked up sponsorship of radio's ""Your Hit Parade.""","luck,-y,Luckier,luckiest,luckiness,Lucky break,Lucky dog,Lucky Strike"
"(latch (v.)_E, læccan_OE);(læccan_OE, *lakkijanan_PGer);(*lakkijanan_PGer, *(s)_E)lagw-_PIE)",latch (v.),"Old English læccan ""to grasp or seize, catch hold of,"" also ""comprehend,"" from Proto-Germanic *lakkijanan. Not found in other Germanic languages; according to Watkins probably from PIE *(s)lagw- ""to seize"" (see lemma). In its original sense the verb was paralleled and then replaced by French import catch (v.). Meaning ""to fasten with a latch"" is mid-15c. Related: Latched; latching.","læccan,*lakkijanan,*(s)lagw-,lemma,catch,Latched,latching"
"(latch (n.)_E, latch (v.)_E)",latch (n.),"""device for catching and retaining,"" especially ""a fastening for a door,"" late 13c., probably from latch (v.).",latch
"(login_E, log in_href)",login,"in the computer sense, as one word, by 1983, from the verbal phrase; see log in.",log in
"(loran_E, L.R.N._E);(L.R.N._E, long-range navigation_E)",loran,"also Loran, 1940, a word invented from L.R.N., initial letters in long-range navigation.","Loran,L.R.N.,long-range navigation"
"(leaflet_E, leaf (n.)_E, -let_E)",leaflet,"1787 as a term in botany; 1867 as a term in printing and publication; diminutive of leaf (n.) with -let.A newspaperman asked the British authorities for a copy of the leaflets distributed in Germany by British airplanes. According to the London Daily Herald, his request was refused with the following answer: ""Copies are not given out, as they might fall into enemy hands."" [""The Living Age"" magazine, Sept. 1939-Feb. 1940]","leaf,-let"
(Lecompton_E),Lecompton,"in U.S. history, a reference to the town in Kansas Territory where a constitution for statehood was drawn up in 1857 by pro-slavery men.",
"(languor_E, langor_OF);(langor_OF, languorem_L);(languorem_L, languere_L)",languor,"c. 1300, ""disease, sickness; distress, mental suffering,"" from Old French langor ""sickness; weakness"" (12c., Modern French langueur), from Latin languorem (nominative languor) ""faintness, feebleness, lassitude,"" from languere ""be weak or faint"" (see lax). Sense in English shifted to ""faintness, weariness"" (1650s) and ""habitual want of energy"" (1825).","langor,langueur,languorem,languor,languere,lax"
"(locale_E, local_F);(local_F, locus_L)",locale,"1816, false spelling of local in a sense ""a place, a locality, a scene,"" especially with reference to circumstances connected with it, from this sense in French local, noun use of local (adj.), from Latin locus ""a place"" (see locus). The English spelling with -e probably is based on morale and intended to indicate stress.The word's right to exist depends upon the question whether the two indispensable words locality & scene give all the shades of meaning required, or whether something intermediate is useful. [Fowler]","local,local,local,locus,locus,-e,morale,locality & scene"
"(lecture (n.)_E, lectura_MediL);(lectura_MediL, lectus_L);(lectus_L, legere_L);(legere_L, *leg- (1)_LPIE)",lecture (n.),"c. 1300, ""written works, literature;"" late 14c., ""learning from books,"" from Medieval Latin lectura ""a reading,"" from Latin lectus, past participle of legere ""to read,"" originally ""to gather, collect, pick out, choose"" (compare elect), from PIE root *leg- (1) ""to collect, gather,"" with derivatives meaning ""to speak (to 'pick out words')."" To read is, perhaps, etymologically, to ""pick out words.""

The sense ""a reading aloud, action of reading aloud"" (either in divine worship or to students) in English emerged early 15c. That of ""a discourse on a given subject before an audience for purposes of instruction"" is from 1530s. Meaning ""admonitory speech given with a view to reproof or correction"" is from c. 1600. Lecture-room is from 1793; lecture-hall from 1832. In Greek the words still had the double senses relating to ""to speak"" and ""to gather"" (apologos ""a story, tale, fable;"" elaiologos ""an olive gatherer"").","lectura,lectus,legere,elect,*leg-,Lecture-room,lecture-hall,apologos,elaiologos"
"(lecture (v.)_E, lecture (n.)_E)",lecture (v.),"1580s, ""to read or deliver formal discourses,"" from lecture (n.). Transitive sense ""instruct by oral discourse"" is from 1680s. Meaning ""to address severely and at length"" is from 1706. Related: Lectured; lecturing.","lecture,Lectured,lecturing"
"(Lucille_E, Lucille_F);(Lucille_F, Lucia_L)",Lucille,"fem. proper name, from French Lucille, diminutive of Latin Lucia (see Lucy).","Lucille,Lucia,Lucy"
"(laud_E, lauder_OF);(lauder_OF, laudare_LL);(laudare_LL, laus_L);(laus_L, *leu-_GPIE)",laud,"""praise highly, sing the praises of,"" late 14c., from Old French lauder ""to praise, extol,"" from Latin laudare ""to praise, commend, honor, extol, eulogize,"" from laus (genitive laudis) ""praise, fame, glory."" Probably from an echoic PIE root *leu- and cognate with Old English leoð ""song, poem, hymn,"" from Proto-Germanic *leuthan (source also of Old Norse ljoð ""strophe,"" German Lied ""song,"" Gothic liuþon ""to praise""). Related: Lauded; lauding.","lauder,laudare,laus,laudis,*leu-,leoð,*leuthan,ljoð,Lied,liuþon,Lauded,lauding"
"(lank_E, hlanc_OE);(hlanc_OE, *hlanka-_PGer);(*hlanka-_PGer, *kleng-_PIE)",lank,"Old English hlanc ""loose and empty, meagerly slim, flaccid,"" from Proto-Germanic *hlanka-, forming words meaning ""to bend, turn,"" perhaps from PIE root *kleng- ""to bend, turn,"" with a connecting notion of ""flexible"" (compare German lenken ""to bend, turn aside;"" see flank (n.)). In Middle English, ""Some examples may be long adj. with unvoicing of g"" [""Middle English Dictionary""]. In reference to hair, ""straight and flat,"" from 1680s. Related: Lankness (1640s).","hlanc,*hlanka-,*kleng-,lenken,flank,long,g,Lankness"
"(law-abiding_E, law (n.)_E, abiding_E)",law-abiding,"""obedient to the laws,"" 1828, from law (n.) + abiding.","law,abiding"
"(lukewarm_E, warm (adj.)_E, luke (adj.)_E);(luke (adj.)_E, leuk_Dut/leuk_OFri/hleowe_OE);(leuk_Dut/leuk_OFri/hleowe_OE, *khlewaz_PGer);(*khlewaz_PGer, *kele- (1)_LPIE)",lukewarm,"""neither cold nor hot, tepid,"" late 14c., from warm (adj.) + luke (adj.) ""tepid"" (c. 1200), a word of unknown origin. Perhaps it is from Middle Dutch or Old Frisian leuk ""tepid, weak,"" or an unexplained variant of Old English hleowe (adv.) ""warm,"" all of which are from Proto-Germanic *khlewaz (from PIE root *kele- (1) ""warm;"" compare lee).

Figurative sense of ""lacking in zeal, not ardent"" (of persons or their actions) is from 1520s. Related: Lukewarmly; lukewarmness. Luke-warmth (1590s) is marked ""rare"" in OED.","warm,luke,leuk,hleowe,*khlewaz,*kele-,lee,Lukewarmly,lukewarmness,Luke-warmth"
"(lickspittle_E, lick (v.1)_E, spittle_E)",lickspittle,"also lick-spittle, ""sycophant, abject toady, one who will do any repulsive thing,"" 1741, from lick (v.1) + spittle. Phrase lick the spittle as a repulsive act is from 1640s.","lick-spittle,lick,spittle,lick the spittle"
"(laudator temporis acti_E, laudator temporis acti se puero_L);(laudator temporis acti se puero_L, laudator_L);(laudator_L, laudare_LL)",laudator temporis acti,"Latin phrase used of one who looks to the past as better times, 1736, from Horace's laudator temporis acti se puero ""a praiser of times past when he was a boy"" [Ars Poetica, 173], from laudator, agent noun of laudare ""to praise"" (see laud).","laudator temporis acti se puero,Ars Poetica,laudator,laudare,laud"
"(labrum_E, labrum_L);(labrum_L, labium_L)",labrum,"lip or lip-like part, 1816, in various anatomical and zoological uses, from Latin labrum ""a lip,"" cognate with labium ""lip"" (see lip (n.)). The same word is also noted in Middle English as the name of some herb.","labrum,labium,lip"
"(Lammas_E, hlafmæsse_OE);(hlafmæsse_OE, hlaf_E, mæsse_E)",Lammas,"Aug. 1 harvest festival with consecration of loaves, Old English hlafmæsse, literally ""loaf mass,"" from hlaf (see loaf (n.)) + mæsse (see mass (n.2)). Altered by influence of lamb and from late 15c.-17c. occasionally spelled lambmas.","hlafmæsse,hlaf,loaf,mæsse,mass,lamb,lambmas"
"(lessee_E, lesee_AF);(lesee_AF, lessé_OF);(lessé_OF, lesser_F);(lesser_F, laxare_L);(laxare_L, laxus_L)",lessee,"""one to whom a lease is given,"" late 15c., from Anglo-French lesee, Old French lessé, past participle of lesser ""to let, to leave"" (10c., Modern French laisser), from Latin laxare, from laxus ""loose"" (see lax).","lesee,lessé,lesser,laisser,laxare,laxus,lax"
"(loathsome_E, loath_E, -some (1)_E)",loathsome,"c. 1300, ""foul, detestable,"" from loath in its older, stronger sense + -some (1). Related: Loathsomely; loathsomeness.","loath,-some,Loathsomely,loathsomeness"
"(lineage_E, linage_E);(linage_E, lignage_OF);(lignage_OF, ligne_F);(ligne_F, linea_L)",lineage,"late 17c., from Middle English linage ""line of descent; an ancestor"" (c. 1300), from Old French lignage ""descent, extraction, race"" (11c.), from ligne ""line,"" from Latin linea ""line of descent,"" literally ""string, line, thread"" (see line (n.)). The word altered in spelling and pronunciation in early Modern English, apparently by some combined influence of line (n.) and lineal.","linage,lignage,ligne,linea,line,line,lineal"
"(linear_e, linéaire_F);(linéaire_F, linearis_F);(linearis_F, linearis_L);(linearis_L, linea_L)",linear,"""resembling a line, of or pertaining to lines,"" 1640s, from French linéaire, from Latin linearis ""belonging to a line,"" from linea ""string, line"" (see line (n.)). Essentially the same word as lineal; ""in Latin linearis the original suffix -alis was changed to -aris by dissimilation, but in Late Latin this rule was no longer productive and the formation or re-formation in -alis remained unchanged."" [Barnhart].
As ""involving the use of lines"" from 1840, hence Linear A, Linear B, names given (1902-3) to two related forms of linear Minoan writing discovered 1894-1901 in Crete by Sir Arthur Evans and long defying translation. It is used there in opposition to pictographic.","linéaire,linearis,linea,line,lineal,linearis,-alis,-aris,-alis,Linear A,Linear B,pictographic"
"(limey_E, lime-juicer_E)",limey,"1888, Australian, New Zealand, and South African slang for ""English immigrant,"" short for lime-juicer (1857), a nickname given in derisive reference to the British Navy's policy (begun 1795) of issuing lime (n.2) juice on ships to prevent scurvy among sailors. U.S. use is attested from 1918, originally ""British sailor, British warship;"" extended to ""any Englishman"" by 1924.Midway Signs Limey Prof to Dope Yank Talk [""Chicago Tribune"" headline, Oct. 18, 1924, in reference to the hiring of William A. Craigie by University of Chicago to begin editing what would become the ""Dictionary of American English""]","lime-juicer,lime,juice"
"(lyssophobia_E, lyssa_G, -phobia_E)",lyssophobia,"""morbid dread of having caught rabies,"" a psychological condition which sometimes mimicked the actual disease, 1874, Modern Latin, from -phobia + Greek lyssa (Attic lytta) ""rabies, canine madness,"" also the name given to the ""worm"" of cartilage under a dog's tongue,"" an abstract word probably literally ""wolf-ness"" and related to lykos ""wolf"" (see wolf (n.)); but some see a connection with ""light"" words, in reference to the glittering eyes of the mad.","-phobia,lyssa,lytta,lykos,wolf"
"(liberation_E, libération_F);(libération_F, liberationem_L);(liberationem_L, liberare_L);(liberare_L, liber_L)",liberation,"""act of setting free from restraint or confinement,"" early 15c., from Middle French libération and directly from Latin liberationem (nominative liberatio) ""a setting or becoming free,"" noun of action from past participle stem of liberare ""to set free,"" from liber ""free"" (see liberal (adj.)).

Liberation theology (1969) translates Spanish teologia de la liberación, coined 1968 by Peruvian priest Gustavo Gutiérrez (b. 1928). In late 19c. British history, liberationism, liberationist are in reference to the movement to disestablish the Church, from the Liberation Society, devoted to the freeing of religion from state patronage and control.","libération,liberationem,liberatio,liberare,liber,liberal,Liberation theology,teologia de la liberación,liberationism,liberationist,Liberation Society"
